ts,game_id,listing_id,event,price,prev_price,section,row,seat,sold_delta
2026-09-25T20:09:15+00:00,730,737b96d81,existing,47.0,,25,53,7,
2026-09-25T20:09:15+00:00,730,5881e86ca,existing,47.0,,28,48,2,
2026-09-25T20:09:15+00:00,730,ff831eadb,existing,47.0,,28,95,9,
2026-09-25T20:09:15+00:00,730,348273f97,existing,47.0,,28,72,36,
2026-09-25T20:09:15+00:00,730,a0827a35b,existing,47.0,,27,24,1,
2026-09-25T20:09:15+00:00,730,388050c5c,existing,47.0,,32,56,28,
2026-09-25T20:09:15+00:00,730,4f814e6fe,existing,47.0,,30,58,16,
2026-09-25T20:09:15+00:00,730,b08372361,existing,47.0,,25,26,4,
2026-09-25T20:09:15+00:00,730,b382b9058,existing,48.0,,26,68,23,
2026-09-25T20:09:15+00:00,730,a682c54dc,existing,48.0,,34,60,18,
2026-09-25T20:09:15+00:00,730,e1802fb50,existing,48.0,,27,87,35,
2026-09-25T20:09:15+00:00,730,da80b8488,existing,48.0,,28,62,22,
2026-09-25T20:09:15+00:00,730,7a7e4bacb,existing,48.0,,26,79,8,
2026-09-25T20:09:15+00:00,730,b080e7894,existing,48.0,,30,87,27,
2026-09-25T20:09:15+00:00,730,a783c846a,existing,48.0,,32,89,6,
2026-09-25T20:09:15+00:00,730,f480581b4,existing,48.0,,31,4,14,
2026-09-25T20:09:15+00:00,730,2b7e9e312,existing,48.99,,33,A,14,
2026-09-25T20:09:15+00:00,730,aa7df7740,existing,49.0,,31,91,30,
2026-09-25T20:09:15+00:00,730,54807c797,existing,49.0,,34,75,25,
2026-09-25T20:09:15+00:00,730,787bfe984,existing,49.0,,32,43,4,
2026-09-25T20:09:15+00:00,730,8080fa564,existing,49.0,,33,6,5,
2026-09-25T20:09:15+00:00,730,a57fdd86a,existing,49.49,,33,40,25,
2026-09-25T20:09:15+00:00,730,466f0bab4,existing,49.5,,29,49,18,
2026-09-25T20:09:15+00:00,730,75816e387,existing,49.99,,27,91,38,
2026-09-25T20:09:15+00:00,730,897dcbf89,existing,49.99,,30,85,20,
2026-09-25T20:09:15+00:00,730,5c822c768,existing,49.99,,34,64,20,
2026-09-25T20:09:15+00:00,730,6082a61e9,existing,50.0,,27,83,10,
2026-09-25T20:09:15+00:00,730,53814c6de,existing,50.0,,31,78,1,
2026-09-25T20:09:15+00:00,730,897fcb325,existing,50.0,,30,85,2,
2026-09-25T20:09:15+00:00,730,337d26d34,existing,50.0,,29,26,6,
2026-09-25T20:09:15+00:00,730,c87fdc7e7,existing,50.0,,31,35,19,
2026-09-25T20:09:15+00:00,730,ca82ca9cd,existing,50.0,,31,80,33,
2026-09-25T20:09:15+00:00,730,2682d20f8,existing,50.0,,27,39,10,
2026-09-25T20:09:15+00:00,730,aa6f8dcb0,existing,50.0,,31,26,14,
2026-09-25T20:09:15+00:00,730,f681f5bee,existing,50.0,,29,21,6,
2026-09-25T20:09:15+00:00,730,62817bc1d,existing,50.0,,28,49,19,
2026-09-25T20:09:15+00:00,730,4282f25f3,existing,50.0,,33,17,10,
2026-09-25T20:09:15+00:00,730,e6526f617,existing,50.0,,29,65,31,
2026-09-25T20:09:15+00:00,730,36746cb73,existing,50.0,,34,43,24,
2026-09-25T20:09:15+00:00,730,ae7c47ee3,existing,50.0,,31,79,4,
2026-09-25T20:09:15+00:00,730,cc8185958,existing,50.0,,25,42,11,
2026-09-25T20:09:15+00:00,730,4a8392cb2,existing,50.0,,28,25,5,
2026-09-25T20:09:15+00:00,730,a57a34fd4,existing,50.0,,27,34,14,
2026-09-25T20:09:15+00:00,730,d682f5ce6,existing,50.0,,29,74,26,
2026-09-25T20:09:15+00:00,730,888090423,existing,50.0,,29,78,23,
2026-09-25T20:09:15+00:00,730,7c80b73f3,existing,50.0,,25,70,6,
2026-09-25T20:09:15+00:00,730,f67c03afe,existing,50.0,,28,19,15,
2026-09-25T20:09:15+00:00,730,687e179f9,existing,50.0,,32,83,6,
2026-09-25T20:09:15+00:00,730,177fa39a9,existing,50.0,,30,21,4,
2026-09-25T20:09:15+00:00,730,127f6d251,existing,50.0,,28,61,6,
2026-09-25T20:09:15+00:00,730,fd81a495a,existing,50.0,,32,21,3,
2026-09-25T20:09:15+00:00,730,7a7f9b48b,existing,50.0,,30,52,1,
2026-09-25T20:09:15+00:00,730,e47fa8f73,existing,50.0,,27,33,20,
2026-09-25T20:09:15+00:00,730,c77f57e7d,existing,50.0,,26,68,24,
2026-09-25T20:09:15+00:00,730,397dce001,existing,50.0,,30,35,1,
2026-09-25T20:09:15+00:00,730,ca839bea6,existing,50.0,,27,66,32,
2026-09-25T20:09:15+00:00,730,7a804b9b2,existing,50.0,,25,25,9,
2026-09-25T20:09:15+00:00,730,88804fc53,existing,50.0,,28,86,17,
2026-09-25T20:09:15+00:00,730,e47f885b0,existing,50.0,,31,93,23,
2026-09-25T20:09:15+00:00,730,89826232a,existing,50.0,,28,24,8,
2026-09-25T20:09:15+00:00,730,5b8263349,existing,50.0,,28,41,4,
2026-09-25T20:09:15+00:00,730,618299b35,existing,50.0,,25,23,1,
2026-09-25T20:09:15+00:00,730,307e747ff,existing,50.0,,33,33,20,
2026-09-25T20:09:15+00:00,730,09824b2aa,existing,50.0,,27,34,17,
2026-09-25T20:09:15+00:00,730,c381b953d,existing,50.0,,32,81,25,
2026-09-25T20:09:15+00:00,730,9d8312463,existing,50.0,,26,86,3,
2026-09-25T20:09:15+00:00,730,a28268668,existing,50.0,,27,27,2,
2026-09-25T20:09:15+00:00,730,3d81c99f2,existing,50.0,,28,8,12,
2026-09-25T20:09:15+00:00,730,1b8211c21,existing,50.0,,28,39,8,
2026-09-25T20:09:15+00:00,730,828213d01,existing,50.0,,32,84,7,
2026-09-25T20:09:15+00:00,730,bd8257aea,existing,50.0,,26,33,11,
2026-09-25T20:09:15+00:00,730,6a8316560,existing,50.0,,31,63,9,
2026-09-25T20:09:15+00:00,730,af7f2c52a,existing,50.0,,32,91,19,
2026-09-25T20:09:15+00:00,730,41822128e,existing,50.0,,26,28,12,
2026-09-25T20:09:15+00:00,730,7b826a99f,existing,50.0,,26,19,23,
2026-09-25T20:09:15+00:00,730,7983196a5,existing,50.0,,26,15,20,
2026-09-25T20:09:15+00:00,730,1782234c6,existing,50.0,,31,b,2,
2026-09-25T20:09:15+00:00,730,f7826dbb8,existing,50.0,,30,95,9,
2026-09-25T20:09:15+00:00,730,3a829dda6,existing,50.0,,33,4,22,
2026-09-25T20:09:15+00:00,730,2081e7687,existing,50.0,,31,28,19,
2026-09-25T20:09:15+00:00,730,c782a3e56,existing,50.0,,26,81,20,
2026-09-25T20:09:15+00:00,730,0c8237cf6,existing,50.0,,31,87,40,
2026-09-25T20:09:15+00:00,730,5f8271edd,existing,50.0,,27,79,10,
2026-09-25T20:09:15+00:00,730,018272efa,existing,50.0,,29,67,18,
2026-09-25T20:09:15+00:00,730,0982988f1,existing,50.0,,34,96,24,
2026-09-25T20:09:15+00:00,730,a1827628c,existing,50.0,,33,11,28,
2026-09-25T20:09:15+00:00,730,8680c3cf7,existing,50.0,,29,40,19,
2026-09-25T20:09:15+00:00,730,128329ec7,existing,50.0,,28,67,5,
2026-09-25T20:09:15+00:00,730,cd832b102,existing,50.0,,25,35,12,
2026-09-25T20:09:15+00:00,730,168334394,existing,50.0,,25,9,6,
2026-09-25T20:09:15+00:00,730,fc7ecbeeb,existing,50.0,,32,63,15,
2026-09-25T20:09:15+00:00,730,9f80dd2da,existing,50.0,,32,90,20,
2026-09-25T20:09:15+00:00,730,de833d4d8,existing,50.0,,33,92,10,
2026-09-25T20:09:15+00:00,730,8583558c9,existing,50.0,,29,62,4,
2026-09-25T20:09:15+00:00,730,d98374420,existing,50.0,,27,34,4,
2026-09-25T20:09:15+00:00,730,b583ce6db,existing,50.0,,28,67,31,
2026-09-25T20:09:15+00:00,730,868118126,existing,50.0,,27,85,37,
2026-09-25T20:09:15+00:00,730,82811f52d,existing,50.0,,26,61,10,
2026-09-25T20:09:15+00:00,730,2f81216a1,existing,50.0,,29,49,16,
2026-09-25T20:09:15+00:00,730,ef837e740,existing,50.0,,26,46,17,
2026-09-25T20:09:15+00:00,730,698123973,existing,50.0,,25,22,3,
2026-09-25T20:09:15+00:00,730,d681249f5,existing,50.0,,25,5,8,
2026-09-25T20:09:15+00:00,730,bf8389a42,existing,50.0,,28,70,22,
2026-09-25T20:09:15+00:00,730,357c1df87,existing,50.99,,28,12,7,
2026-09-25T20:09:15+00:00,730,2e82a737b,existing,51.29,,33,33,5,
2026-09-25T20:09:15+00:00,730,e27d23979,existing,52.0,,33,20,7,
2026-09-25T20:09:15+00:00,730,307fbcab6,existing,52.0,,31,14,11,
2026-09-25T20:09:15+00:00,730,7680274a4,existing,52.0,,31,54,14,
2026-09-25T20:09:15+00:00,730,567f8309f,existing,52.0,,32,61,28,
2026-09-25T20:09:15+00:00,730,1481c16f9,existing,52.0,,32,44,8,
2026-09-25T20:09:15+00:00,730,1b7f59eef,existing,52.5,,26,68,19,
2026-09-25T20:09:15+00:00,730,8c821c108,existing,53.0,,34,86,25,
2026-09-25T20:09:15+00:00,730,647a3f721,existing,54.0,,33,42,3,
2026-09-25T20:09:15+00:00,730,c48094534,existing,54.2,,28,64,7,
2026-09-25T20:09:15+00:00,730,2d7cb7d6b,existing,54.5,,28,50,25,
2026-09-25T20:09:15+00:00,730,267d3a225,existing,54.98,,34,95,21,
2026-09-25T20:09:15+00:00,730,a28347629,existing,54.99,,32,96,39,
2026-09-25T20:09:15+00:00,730,56807756e,existing,55.0,,26,43,7,
2026-09-25T20:09:15+00:00,730,c082ba174,existing,55.0,,32,54,1,
2026-09-25T20:09:15+00:00,730,cc82c33da,existing,55.0,,27,95,20,
2026-09-25T20:09:15+00:00,730,d37eace35,existing,55.0,,25,21,9,
2026-09-25T20:09:15+00:00,730,277fda4c0,existing,55.0,,32,91,15,
2026-09-25T20:09:15+00:00,730,267fe1f7c,existing,55.0,,28,28,8,
2026-09-25T20:09:15+00:00,730,cd7dfc8ed,existing,55.0,,31,91,32,
2026-09-25T20:09:15+00:00,730,777da1d80,existing,55.0,,27,52,10,
2026-09-25T20:09:15+00:00,730,8f70f05a0,existing,55.0,,29,90,18,
2026-09-25T20:09:15+00:00,730,9e77ff099,existing,55.0,,30,84,40,
2026-09-25T20:09:15+00:00,730,c27e080d5,existing,55.0,,33,8,19,
2026-09-25T20:09:15+00:00,730,517e0f3e7,existing,55.0,,26,41,11,
2026-09-25T20:09:15+00:00,730,dc7bd13bc,existing,55.0,,33,40,11,
2026-09-25T20:09:15+00:00,730,077e2724c,existing,55.0,,30,83,21,
2026-09-25T20:09:15+00:00,730,227e2e46c,existing,55.0,,26,55,8,
2026-09-25T20:09:15+00:00,730,7b7f153d2,existing,55.0,,29,46,22,
2026-09-25T20:09:15+00:00,730,e5830a19c,existing,55.0,,31,90,32,
2026-09-25T20:09:15+00:00,730,e87f5e3ad,existing,55.0,,27,93,7,
2026-09-25T20:09:15+00:00,730,ec829fdc3,existing,55.0,,33,9,10,
2026-09-25T20:09:15+00:00,730,b18281af9,existing,55.0,,32,94,18,
2026-09-25T20:09:15+00:00,730,43828cf9f,existing,55.0,,27,90,27,
2026-09-25T20:09:15+00:00,730,c98356923,existing,55.0,,32,44,7,
2026-09-25T20:09:15+00:00,730,348294629,existing,55.0,,31,80,17,
2026-09-25T20:09:15+00:00,730,318363d55,existing,55.0,,30,85,34,
2026-09-25T20:09:15+00:00,730,148105b3c,existing,55.0,,32,43,2,
2026-09-25T20:09:15+00:00,730,3f7c90eab,existing,57.99,,29,47,1,
2026-09-25T20:09:15+00:00,730,f67e89df0,existing,58.0,,27,65,11,
2026-09-25T20:09:15+00:00,730,bd77bf044,existing,58.0,,33,18,13,
2026-09-25T20:09:15+00:00,730,d47d946c4,existing,58.0,,29,43,22,
2026-09-25T20:09:15+00:00,730,3e7db68d5,existing,58.0,,29,33,4,
2026-09-25T20:09:15+00:00,730,717c953f8,existing,58.0,,27,52,1,
2026-09-25T20:09:15+00:00,730,e97e66dc0,existing,58.0,,31,93,32,
2026-09-25T20:09:15+00:00,730,9980c5f84,existing,58.0,,29,86,33,
2026-09-25T20:09:15+00:00,730,c5836af29,existing,58.0,,32,83,10,
2026-09-25T20:09:15+00:00,730,ef742166b,existing,59.0,,34,61,20,
2026-09-25T20:09:15+00:00,730,5c7f4e90f,existing,59.99,,28,89,25,
2026-09-25T20:09:15+00:00,730,da83e52a8,existing,59.99,,26,80,9,
2026-09-25T20:09:15+00:00,730,3977a98e0,existing,60.0,,26,46,22,
2026-09-25T20:09:15+00:00,730,2180764ed,existing,60.0,,31,34,7,
2026-09-25T20:09:15+00:00,730,2d7d27dd5,existing,60.0,,30,79,34,
2026-09-25T20:09:15+00:00,730,fd75d752f,existing,60.0,,33,39,12,
2026-09-25T20:09:15+00:00,730,11814f70c,existing,60.0,,27,92,19,
2026-09-25T20:09:15+00:00,730,e5721e4cb,existing,60.0,,33,35,7,
2026-09-25T20:09:15+00:00,730,fa7c323da,existing,60.0,,26,B,22,
2026-09-25T20:09:15+00:00,730,3182b5f34,existing,60.0,,29,89,5,
2026-09-25T20:09:15+00:00,730,f572e06f0,existing,60.0,,33,95,5,
2026-09-25T20:09:15+00:00,730,457b29e2e,existing,60.0,,32,22,15,
2026-09-25T20:09:15+00:00,730,637ed23cf,existing,60.0,,28,2,5,
2026-09-25T20:09:15+00:00,730,967c5c91b,existing,60.0,,27,27,13,
2026-09-25T20:09:15+00:00,730,9f805a25d,existing,60.0,,29,33,21,
2026-09-25T20:09:15+00:00,730,107da5eeb,existing,60.0,,29,78,31,
2026-09-25T20:09:15+00:00,730,0e75b8579,existing,60.0,,30,89,35,
2026-09-25T20:09:15+00:00,730,1e768db85,existing,60.0,,26,75,5,
2026-09-25T20:09:15+00:00,730,c68030b7a,existing,60.0,,26,51,22,
2026-09-25T20:09:15+00:00,730,657bbb1ca,existing,60.0,,31,83,3,
2026-09-25T20:09:15+00:00,730,597dd4192,existing,60.0,,34,57,26,
2026-09-25T20:09:15+00:00,730,d8819d63b,existing,60.0,,32,35,7,
2026-09-25T20:09:15+00:00,730,09718c24b,existing,60.0,,30,43,10,
2026-09-25T20:09:15+00:00,730,ae68eb6c7,existing,60.0,,29,55,5,
2026-09-25T20:09:15+00:00,730,fa7c6323b,existing,60.0,,26,10,18,
2026-09-25T20:09:15+00:00,730,4a80e355f,existing,60.0,,30,91,37,
2026-09-25T20:09:15+00:00,730,698364d5d,existing,60.0,,28,29,1,
2026-09-25T20:09:15+00:00,730,567354ae8,existing,60.75,,28,37,2,
2026-09-25T20:09:15+00:00,730,a67ed76f5,existing,62.0,,29,95,32,
2026-09-25T20:09:15+00:00,730,3874525bd,existing,62.0,,33,96,20,
2026-09-25T20:09:15+00:00,730,0881a0724,existing,63.0,,28,29,8,
2026-09-25T20:09:15+00:00,730,da720d3b8,existing,64.0,,28,31,15,
2026-09-25T20:09:15+00:00,730,1076d9931,existing,65.0,,28,17,20,
2026-09-25T20:09:15+00:00,730,537a08e2d,existing,65.0,,29,82,38,
2026-09-25T20:09:15+00:00,730,6c7942597,existing,65.0,,31,6,5,
2026-09-25T20:09:15+00:00,730,1b595de38,existing,65.0,,32,45,11,
2026-09-25T20:09:15+00:00,730,3d81fae7f,existing,65.0,,29,78,27,
2026-09-25T20:09:15+00:00,730,747a6c53f,existing,65.0,,26,59,26,
2026-09-25T20:09:15+00:00,730,bf755ac68,existing,65.0,,34,81,10,
2026-09-25T20:09:15+00:00,730,cf6a8e7d5,existing,66.0,,31,55,18,
2026-09-25T20:09:15+00:00,730,3f6f7c407,existing,69.95,,28,96,34,
2026-09-25T20:09:15+00:00,730,aa7c60de8,existing,70.0,,28,77,5,
2026-09-25T20:09:15+00:00,730,f173793e9,existing,70.0,,29,64,14,
2026-09-25T20:09:15+00:00,730,5c50b8f49,existing,70.0,,29,49,17,
2026-09-25T20:09:15+00:00,730,747bedddf,existing,70.0,,33,82,2,
2026-09-25T20:09:15+00:00,730,6d7f6e276,existing,70.0,,31,85,4,
2026-09-25T20:09:15+00:00,730,7874a9008,existing,70.0,,27,29,13,
2026-09-25T20:09:15+00:00,730,bb824c397,existing,70.0,,26,94,5,
2026-09-25T20:09:15+00:00,730,d18218edc,existing,70.0,,29,83,22,
2026-09-25T20:09:15+00:00,730,7f838aa61,existing,70.0,,31,74,3,
2026-09-25T20:09:15+00:00,730,e57c5a52d,existing,75.0,,25,19,8,
2026-09-25T20:09:15+00:00,730,9582bf301,existing,75.0,,32,54,8,
2026-09-25T20:09:15+00:00,730,6277c5260,existing,75.0,,29,94,28,
2026-09-25T20:09:15+00:00,730,94537c165,existing,76.5,,29,94,22,
2026-09-25T20:09:15+00:00,730,be8142115,existing,80.0,,31,13,25,
2026-09-25T20:09:15+00:00,730,3051dfa04,existing,80.0,,29,82,3,
2026-09-25T20:09:15+00:00,730,87822b6e2,existing,80.0,,27,70,6,
2026-09-25T20:09:15+00:00,730,596280731,existing,89.0,,30,48,21,
2026-09-25T20:09:15+00:00,730,3b8127be0,existing,91.0,,27,22,17,
2026-09-25T20:09:15+00:00,730,68515aa4c,existing,92.25,,28,59,16,
2026-09-25T20:09:15+00:00,730,784f806ea,existing,92.25,,28,49,25,
2026-09-25T20:09:15+00:00,730,ff4fb44cb,existing,97.5,,32,78,23,
2026-09-25T20:09:15+00:00,730,e750097a5,existing,99.59,,29,82,4,
2026-09-25T20:09:15+00:00,730,7063fab51,existing,100.0,,32,63,3,
2026-09-25T20:09:15+00:00,730,f975be6f6,existing,100.0,,31,51,3,
2026-09-25T20:09:15+00:00,730,9e5854d02,existing,100.0,,29,85,42,
2026-09-25T20:09:15+00:00,730,3080a561f,existing,100.0,,33,66,8,
2026-09-25T20:09:15+00:00,730,ab5095105,existing,108.0,,30,42,8,
2026-09-25T20:09:15+00:00,730,147007ebe,existing,115.0,,33,7,29,
2026-09-25T20:09:15+00:00,730,7650e52f5,existing,160.5,,30,58,24,
2026-09-25T20:09:15+00:00,730,5a7ceead9,existing,400.0,,34,90,26,
2026-09-25T20:09:15+00:00,730,1962358c1,existing,553.0,,31,85,11,
2026-09-25T20:09:15+00:00,731,6683cc5bf,existing,34.5,,28,88,16,
2026-09-25T20:09:15+00:00,731,54838eb29,existing,35.0,,29,80,4,
2026-09-25T20:09:15+00:00,731,1357d31c9,existing,38.0,,30,65,28,
2026-09-25T20:09:15+00:00,731,2e7fef2aa,existing,39.99,,32,89,38,
2026-09-25T20:09:15+00:00,731,4255296c8,existing,40.0,,28,63,4,
2026-09-25T20:09:15+00:00,731,636fedfdf,existing,40.0,,32,24,3,
2026-09-25T20:09:15+00:00,731,b16aa5e40,existing,40.0,,25,50,1,
2026-09-25T20:09:15+00:00,731,e153e6b28,existing,40.0,,30,65,18,
2026-09-25T20:09:15+00:00,731,8181d5e5d,existing,40.0,,30,90,24,
2026-09-25T20:09:15+00:00,731,c880d6dd3,existing,40.0,,28,18,15,
2026-09-25T20:09:15+00:00,731,1766282ad,existing,40.0,,30,66,27,
